SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Collocalia dodgei/affinis,Bornean/Plume-toed Swiftlet,y01379,slash,3944.0,GLSW CASW PTSW BOSW,CODO COAF,,Apodiformes,Swifts,Apodidae,,,,apodid1
Collocalia marginata,Gray-rumped Swiftlet,gyrswi5,species,3945.0,GLSW GRSW,COMA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Collocalia isonota,Ridgetop Swiftlet,ridswi1,species,3948.0,GLSW RISW,COIS,,Apodiformes,Swifts,Apodidae,,,,apodid1
Collocalia marginata/isonota,Gray-rumped/Ridgetop Swiftlet,y01084,slash,3951.0,GLSW RISW GRSW,COIS COMA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Collocalia sumbawae,Tenggara Swiftlet,tenswi1,species,3952.0,GLSW TESW,COSU,,Apodiformes,Swifts,Apodidae,,,,apodid1
Collocalia neglecta,Drab Swiftlet,draswi1,species,3955.0,GLSW DRSW,CONE,,Apodiformes,Swifts,Apodidae,,,,apodid1
Collocalia esculenta,Glossy Swiftlet,gloswi1,species,3958.0,GLSW,COES,,Apodiformes,Swifts,Apodidae,,,,apodid1
Collocalia neglecta/esculenta,Drab/Glossy Swiftlet,y01077,slash,3976.0,GLSW DRSW,CONE COES,,Apodiformes,Swifts,Apodidae,,,,apodid1
Collocalia uropygialis,Satin Swiftlet,satswi1,species,3977.0,GLSW SASW,COUR,,Apodiformes,Swifts,Apodidae,,,,apodid1
Collocalia sp.,white-bellied swiftlet sp.,whbswi1,spuh,3980.0,,,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus elaphrus,Seychelles Swiftlet,seyswi1,species,3981.0,SESW,AEEL,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus francicus,Mascarene Swiftlet,masswi1,species,3982.0,MASW,AEFR,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus unicolor,Indian Swiftlet,indswi1,species,3985.0,INSW,AEUN,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus infuscatus,Moluccan Swiftlet,molswi5,species,3986.0,MOSW,AEIN,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus mearnsi,Philippine Swiftlet,phiswi1,species,3990.0,PHSW,AEME,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus hirundinaceus,Mountain Swiftlet,mouswi2,species,3991.0,MOSW,AEHI,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus spodiopygius,White-rumped Swiftlet,whrswi2,species,3995.0,WRSW,AESP,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus terraereginae,Australian Swiftlet,ausswi1,species,4007.0,AUSW,AETE,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus brevirostris,Himalayan Swiftlet,himswi2,species,4010.0,HISW,AEBR,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus brevirostris brevirostris/innominatus,Himalayan Swiftlet (Himalayan),himswi1,issf,4011.0,HISW,AEBR,,Apodiformes,Swifts,Apodidae,himswi2,,,apodid1
Aerodramus brevirostris rogersi,Himalayan Swiftlet (Indochinese),indswi2,issf,4014.0,HISW,AEBR,,Apodiformes,Swifts,Apodidae,himswi2,,,apodid1
Aerodramus vulcanorum,Volcano Swiftlet,volswi1,species,4015.0,VOSW,AEVU,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus whiteheadi,Whitehead's Swiftlet,whiswi1,species,4016.0,WHSW,AEWH,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus nuditarsus,Bare-legged Swiftlet,balswi1,species,4019.0,BLSW,AENU,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus orientalis,Mayr's Swiftlet,mayswi1,species,4020.0,MASW,AEOR,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus amelis,Ameline Swiftlet,palswi2,species,4023.0,UNSW AMSW,AEAM,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus vanikorensis,Uniform Swiftlet,uniswi1,species,4026.0,UNSW,AEVA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus salangana,Mossy-nest Swiftlet,monswi2,species,4039.0,MNSW,AESA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus pelewensis,Palau Swiftlet,palswi1,species,4044.0,PASW,AEPE,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus bartschi,Mariana Swiftlet,marswi,species,4045.0,,AEBA,MASW,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus inquietus,Caroline Islands Swiftlet,caiswi1,species,4046.0,CISW CASW,AEIN,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus sawtelli,Atiu Swiftlet,atiswi1,species,4050.0,ATSW,AESA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus leucophaeus,Tahiti Swiftlet,polswi1,species,4051.0,POSW TASW,AELE,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus ocistus,Marquesan Swiftlet,marswi2,species,4052.0,POSW MASW,AEOC,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus maximus,Black-nest Swiftlet,blnswi1,species,4055.0,BNSW,AEMA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus fuciphagus,White-nest Swiftlet,y00731,species,4059.0,ENSW WNSW,AEFU,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus fuciphagus germani/amechanus,White-nest Swiftlet (Germain's),gerswi1,issf,4060.0,ENSW WNSW,AEFU,,Apodiformes,Swifts,Apodidae,y00731,,,apodid1
Aerodramus fuciphagus [fuciphagus Group],White-nest Swiftlet (White-nest),ednswi1,issf,4063.0,ENSW WNSW,AEFU,,Apodiformes,Swifts,Apodidae,y00731,,,apodid1
Aerodramus papuensis,Three-toed Swiftlet,papswi1,species,4070.0,PASW TTSW,AEPA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aerodramus sp.,dark swiftlet sp.,aerodr1,spuh,4071.0,,,,Apodiformes,Swifts,Apodidae,,,,apodid1
Collocalia/Aerodramus sp.,swiftlet sp.,swiftl1,spuh,4072.0,,,,Apodiformes,Swifts,Apodidae,,,,apodid1
Schoutedenapus myoptilus,Scarce Swift,scaswi1,species,4073.0,SCSW,SCMY,,Apodiformes,Swifts,Apodidae,,,,apodid1
Tachymarptis melba,Alpine Swift,alpswi1,species,4077.0,,TAME,ALSW,Apodiformes,Swifts,Apodidae,,,,apodid1
Tachymarptis aequatorialis,Mottled Swift,motswi2,species,4088.0,MOSW,TAAE,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus alexandri,Cape Verde Swift,aleswi1,species,4093.0,CVSW,APAL,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus apus,Common Swift,comswi,species,4094.0,,APAP,COSW,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus alexandri/apus,Cape Verde/Common Swift,y01231,slash,4097.0,CVSW COSW,APAL APAP,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus unicolor,Plain Swift,plaswi1,species,4098.0,PLSW,APUN,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus niansae,Nyanza Swift,nyaswi1,species,4099.0,NYSW,APNI,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus pallidus,Pallid Swift,palswi3,species,4102.0,PASW,APPA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus apus/pallidus,Common/Pallid Swift,y00732,slash,4106.0,PASW COSW,APAP APPA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus unicolor/pallidus,Plain/Pallid Swift,y00860,slash,4107.0,PASW PLSW,APUN APPA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus barbatus,African Swift,afrswi1,species,4108.0,FPBS ABSW APSW AFSW,APBA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus barbatus sladeniae,African Swift (Bioko),afrswi2,issf,4109.0,FPBS ABSW APSW FPSW AFSW,APBA,,Apodiformes,Swifts,Apodidae,afrswi1,,,apodid1
Apus barbatus [barbatus Group],African Swift (African),afrswi3,issf,4110.0,FPBS ABSW APSW AFSW,APBA,,Apodiformes,Swifts,Apodidae,afrswi1,,,apodid1
Apus apus/barbatus,Common/African Swift,y00370,slash,4117.0,FPBS ABSW APSW AFSW COSW,APBA APAP,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus berliozi,Forbes-Watson's Swift,fowswi1,species,4118.0,FWSW,APBE,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus bradfieldi,Bradfield's Swift,braswi1,species,4121.0,BRSW,APBR,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus balstoni,Malagasy Swift,madswi1,species,4124.0,MBSW MASW,APBA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus pacificus,Pacific Swift,fotswi,species,4127.0,PASW,APPA,FTSW,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus salimalii,Salim Ali's Swift,saaswi1,species,4130.0,SASW PASW,APSA,FTSW,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus leuconyx,Blyth's Swift,blyswi1,species,4131.0,PASW BLSW,APLE,FTSW,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus cooki,Cook's Swift,cooswi1,species,4132.0,PASW COSW,APCO,FTSW,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus pacificus/cooki,Pacific/Cook's Swift,y00959,slash,4133.0,PASW FTSW COSW,APCO APPA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus pacificus/salimalii/leuconyx/cooki,fork-tailed swift sp.,fotswi1,spuh,4134.0,,,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus acuticauda,Dark-rumped Swift,darswi1,species,4135.0,DRSW,APAC,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus affinis,Little Swift,litswi1,species,4136.0,LISW,APAF,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus affinis [affinis Group],Little Swift (Little),litswi2,issf,4137.0,LISW,APAF,,Apodiformes,Swifts,Apodidae,litswi1,,,apodid1
Apus affinis bannermani,Little Swift (Bannerman's),litswi3,issf,4142.0,LISW,APAF,,Apodiformes,Swifts,Apodidae,litswi1,,,apodid1
Apus affinis singalensis,Little Swift (Indian),litswi4,issf,4143.0,LISW,APAF,,Apodiformes,Swifts,Apodidae,litswi1,,,apodid1
Apus nipalensis,House Swift,houswi1,species,4144.0,HOSW,APNI,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus affinis/nipalensis,Little/House Swift,y00960,slash,4149.0,HOSW LISW,APNI APAF,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus horus,Horus Swift,horswi1,species,4150.0,HOSW,APHO,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus horus (White-rumped),Horus Swift (White-rumped),horswi2,form,4151.0,HOSW,APHO,,Apodiformes,Swifts,Apodidae,horswi1,,,apodid1
Apus horus (Brown-rumped),Horus Swift (Brown-rumped),horswi3,form,4152.0,HOSW,APHO,,Apodiformes,Swifts,Apodidae,horswi1,,,apodid1
Apus caffer,White-rumped Swift,whrswi1,species,4153.0,WRSW,APCA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus affinis x caffer,Little x White-rumped Swift (hybrid),x01060,hybrid,4154.0,LISW WRSW,APAF APCA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus batesi,Bates's Swift,batswi1,species,4155.0,BASW,APBA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus sp.,Apus sp.,apus2,spuh,4156.0,,,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apus/Tachymarptis sp.,Apus/Tachymarptis sp.,apus1,spuh,4157.0,,,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aeronautes saxatalis,White-throated Swift,whtswi,species,4158.0,,AESA,WTSW,Apodiformes,Swifts,Apodidae,,,,apodid1
Aeronautes montivagus,White-tipped Swift,whtswi1,species,4161.0,WTSW,AEMO,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aeronautes andecolus,Andean Swift,andswi1,species,4164.0,ANSW,AEAN,,Apodiformes,Swifts,Apodidae,,,,apodid1
Aeronautes montivagus/andecolus,White-tipped/Andean Swift,y00669,slash,4168.0,WTSW ANSW,AEMO AEAN,,Apodiformes,Swifts,Apodidae,,,,apodid1
Panyptila cayennensis,Lesser Swallow-tailed Swift,lstswi1,species,4169.0,,PACA,LSTS,Apodiformes,Swifts,Apodidae,,,,apodid1
Panyptila sanctihieronymi,Great Swallow-tailed Swift,gstswi1,species,4172.0,,PASA,GSTS,Apodiformes,Swifts,Apodidae,,,,apodid1
Cypsiurus balasiensis,Asian Palm Swift,aspswi1,species,4173.0,APSW,CYBA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Cypsiurus parvus,African Palm Swift,afpswi1,species,4178.0,APSW,CYPA,,Apodiformes,Swifts,Apodidae,,,,apodid1
Cypsiurus gracilis,Malagasy Palm Swift,malpas1,species,4185.0,MPSW,CYGR,,Apodiformes,Swifts,Apodidae,,,,apodid1
Cypsiurus gracilis griveaudi,Malagasy Palm Swift (Comoro),afrpas2,issf,4186.0,MPSW,CYGR,,Apodiformes,Swifts,Apodidae,malpas1,,,apodid1
Cypsiurus gracilis gracilis,Malagasy Palm Swift (Madagascar),afrpas3,issf,4187.0,MPSW,CYGR,,Apodiformes,Swifts,Apodidae,malpas1,,,apodid1
Tachornis phoenicobia,Antillean Palm Swift,anpswi,species,4188.0,APSW,TAPH,ANPS,Apodiformes,Swifts,Apodidae,,,,apodid1
Tachornis furcata,Pygmy Palm Swift,pygswi1,species,4191.0,PPSW,TAFU,,Apodiformes,Swifts,Apodidae,,,,apodid1
Tachornis squamata,Fork-tailed Palm Swift,ftpswi1,species,4194.0,FTPS,TASQ,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apodidae sp. (large swift sp.),large swift sp.,larswi1,spuh,4197.0,,,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apodidae sp. (small swift sp.),small swift sp.,smaswi1,spuh,4198.0,,,,Apodiformes,Swifts,Apodidae,,,,apodid1
Apodidae sp.,swift sp.,swift1,spuh,4199.0,,,,Apodiformes,Swifts,Apodidae,,,,apodid1
Hemiprocne coronata,Crested Treeswift,cretre1,species,4201.0,CRTR,HECO,,Apodiformes,Treeswifts,Hemiprocnidae,,,,hemipr1
Hemiprocne longipennis,Gray-rumped Treeswift,gyrtre1,species,4202.0,GRTR,HELO,,Apodiformes,Treeswifts,Hemiprocnidae,,,,hemipr1
Hemiprocne comata,Whiskered Treeswift,whitre1,species,4207.0,WHTR,HECO,,Apodiformes,Treeswifts,Hemiprocnidae,,,,hemipr1
Hemiprocne mystacea,Moustached Treeswift,moutre1,species,4210.0,MOTR,HEMY,,Apodiformes,Treeswifts,Hemiprocnidae,,,,hemipr1
Hemiprocne sp.,treeswift sp.,treesw1,spuh,4217.0,,,,Apodiformes,Treeswifts,Hemiprocnidae,,,,hemipr1
Topaza pella,Crimson Topaz,critop1,species,4219.0,CRTO,TOPE,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Topaza pyra,Fiery Topaz,fietop1,species,4223.0,FITO,TOPY,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Topaza pella/pyra,Crimson/Fiery Topaz,y00861,slash,4226.0,CRTO FITO,TOPE TOPY,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Florisuga mellivora,White-necked Jacobin,whnjac1,species,4227.0,,FLME,WNJA,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Florisuga fusca,Black Jacobin,blkjac1,species,4230.0,BLJA,FLFU,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Eutoxeres aquila,White-tipped Sicklebill,whtsic1,species,4231.0,,EUAQ,WTSI,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
